"Carrier","Year","(Intercept)","ElaspedTime"
"AA",1987,3.45397462681084,2.45144931670671
"AA",1988,0.0219281776850365,2.48109979880303
"AA",1989,-3.92076888925127,2.50475645928108
"AA",1990,3.5324300745973,2.46809169878948
"AA",1991,3.32145587874988,2.47258632781681
"AA",1992,2.10568165422921,2.46722874751259
"AA",1993,0.436719618002576,2.48355704774694
"AA",1994,2.34242371106007,2.46522229492292
"AA",1995,-1.49043700834324,2.56818067896985
"AA",1996,-0.748121236612556,2.56790565017798
"AA",1997,2.09782361040495,2.54916416062436
"AA",1998,-2.79469074853842,2.57700913743229
"AA",1999,-0.356090423003155,2.64481037808217
"AA",2000,-1.14427874274098,2.72765705186921
"AA",2001,-15.5249328133251,2.87519159478569
"AA",2002,1.85270039053025,2.39055482720648
"AA",2003,19.1501056588435,2.41160455274236
"AA",2004,-21.0344923805321,2.65676598296416
"AA",2005,1.51275269875105,2.62932868910341
"AA",2006,3.37485436427314,2.69842755417432
"AA",2007,9.88359683440239,2.77494666726184
"AA",2008,0.121731461224995,2.87004610270998
"AA",2009,2.88512122123876,2.55068580617186
"AA",2010,-0.187614713157487,2.65543310024516
"AA",2011,7.42574344711513,2.70041348949951
"AA",2012,4.92066857197017,2.77803611309761
"AA",2013,9.5340667431204,2.83595064309776
"AA",2014,3.37176163667142,2.93527345982491
"AA",2015,-3.2361104052858,3.05647110146548
"AL",1987,-2.68332696751293,2.50094073654439
"AL",1988,-0.649781995077976,2.48254824087922
"AS",1987,14.8277325978887,0.642643987313868
"AS",1988,17.9574234673729,0.60553623693529
"AS",1989,10.6659602865468,0.694156754236354
"AS",1990,12.7215736970595,0.691627219557199
"AS",1991,10.5919676983714,0.702616209784029
"AS",1992,10.945536991307,0.696000858718577
"AS",1993,9.68451085346811,0.707342741111636
"AS",1994,11.2675347737545,0.683458330407074
"AS",1995,8.09429804636521,0.764418491292425
"AS",1996,9.0731408113954,0.757865229852338
"AS",1997,5.21164741610901,0.797103716692573
"AS",1998,5.85883819024046,0.793195842916714
"AS",1999,9.17989586717568,0.809373460183618
"AS",2000,5.28284544103881,0.914594496800034
"AS",2001,2.10815420830448,1.01470266387024
"AS",2002,17.3392912466242,0.594568532313183
"AS",2003,12.0524388575372,0.67575857450191
"AS",2004,6.85684932001212,0.775413248725008
"AS",2005,5.63136836983159,0.845652223585549
"AS",2006,3.95057409297525,0.928449036494633
"AS",2007,2.94329357163441,1.00458951383413
"AS",2008,4.18516167660127,1.06360281026913
"AS",2009,8.9305145337233,0.762651084520196
"AS",2010,6.9681552797784,0.833098607888382
"AS",2011,5.45383390802469,0.915065099265334
"AS",2012,2.80866560625994,1.00595130288297
"AS",2013,2.0444044877645,1.08535263064387
"AS",2014,-3.3600983559447,1.19944553514281
"AS",2015,4.53693022387981,1.2201114758977
"B6",2003,-11.0937258759454,2.54394594305402
"B6",2004,54.4780477500111,2.32642805754417
"B6",2005,-1.91649068684922,2.6489152129169
"B6",2006,2.37698921279384,2.7015885060729
"B6",2007,-1.46893160904473,2.80656525289377
"B6",2008,3.70319393512969,2.85931098548403
"B6",2009,2.95240756674475,2.54264013004852
"B6",2010,-3.29369409435135,2.66172617846885
"B6",2011,-1.16051782697582,2.72468418613619
"B6",2012,1.3557796397629,2.79227524618343
"B6",2013,-0.601678143388549,2.88429119190559
"B6",2014,-1.75406001405525,2.97082001501544
"B6",2015,0.827297803805525,3.03032712894877
"CO",1987,3.27655248486205,1.57028227334401
"CO",1988,-17.6550724589805,1.69580801117469
"CO",1989,4.21103527684725,1.54748428704639
"CO",1990,-12.3847176721873,1.6511949200884
"CO",1991,-0.661594774868886,1.58963153432219
"CO",1992,-3.47487890324584,1.605770371989
"CO",1993,-0.335171091104439,1.58268338474477
"CO",1994,-1.69351998745662,1.592948948712
"CO",1995,0.445863959414983,1.65478111606878
"CO",1996,-21.2252511198165,1.77217449922957
"CO",1997,0.546232673015218,1.65820448955511
"CO",1998,3.87067931859878,1.63734428521067
"CO",1999,0.574200194209165,1.7417912898826
"CO",2000,-3.62582830717726,1.8474213684283
"CO",2001,20.2006545149455,1.8079477608929
"CO",2002,-3.00296407943207,1.51285587486094
"CO",2003,2.21549494174091,1.56440243471908
"CO",2004,2.17715690470194,1.64823809364656
"CO",2005,-7.873828093133,1.78644839124854
"CO",2006,3.39699250176555,1.79838875527753
"CO",2007,-4.40968582268238,1.92711919075569
"CO",2008,0.532626782014098,1.97500913930485
"CO",2009,-0.192189897229638,1.66407183826079
"CO",2010,0.619720696545306,1.73801886488001
"CO",2011,-0.746382200490056,1.82530946788904
"DL",1987,1.57492190231759,3.37189513145351
"DL",1988,12.1244041099015,3.33302359079949
"DL",1989,10.8565230824546,3.32964092373433
"DL",1990,12.7253294827166,3.31907068874163
"DL",1991,-0.0976243091524066,3.38911506090186
"DL",1992,13.7013076693919,3.31414412790659
"DL",1993,1.58396369409996,3.3718881096248
"DL",1994,-1.66784114064848,3.38942377879404
"DL",1995,15.1945635767023,3.36829400529798
"DL",1996,-2.00942288339507,3.47449885275661
"DL",1997,-2.35210442764579,3.4731728208365
"DL",1998,-0.873502045878178,3.46333485274371
"DL",1999,6.22308598148856,3.5158398522613
"DL",2000,-0.393502385971206,3.62364888494159
"DL",2001,3.09465954140552,3.68232846284088
"DL",2002,-1.82192489164401,3.31254054743336
"DL",2003,-0.00930309934861277,3.37897788206321
"DL",2004,-0.18474097688321,3.45953227598913
"DL",2005,-0.968416821040761,3.54514346545622
"DL",2006,-2.77113914900436,3.63492087684167
"DL",2007,6.7814035339202,3.66421268903706
"DL",2008,-1.91292920219888,3.78896744577616
"DL",2009,-0.636004046176107,3.46300709984367
"DL",2010,2.06457362410293,3.53107905536414
"DL",2011,-2.93915460039188,3.63517448188851
"DL",2012,11.4246494771453,3.64264487666507
"DL",2013,1.4923478277704,3.76814124194412
"DL",2014,-2.39772262350268,3.86637442642207
"DL",2015,-1.59751109370816,3.95598067131965
"EA",1987,1.68608214076364,2.46341188820797
"EA",1988,2.88721020868337,2.4721898388015
"EA",1989,2.20136722942566,2.45649011039314
"EA",1990,-0.210045743634327,2.48292509358428
"EV",2003,19.310207527304,2.35046385978837
"EV",2004,-2.78401359437923,2.59045301341118
"EV",2005,15.1241731845912,2.53540083001593
"EV",2006,-3.65418161425067,2.75860643632423
"EV",2007,3.54857424868569,2.76364643159785
"EV",2008,-3.15628678265127,2.91540806051348
"EV",2009,1.62425147484204,2.54535532407536
"EV",2010,2.16642486946035,2.61354732518978
"EV",2011,0.677126752702556,2.7126757495714
"EV",2012,5.32915549366151,2.74499340260056
"EV",2013,2.0190073250148,2.8605674833085
"EV",2014,-7.22626845974875,3.02679109219082
"EV",2015,-0.317204807968441,3.04659951934252
"F9",2005,173.840704824084,0.0701593780200945
"F9",2006,138.9478042069,0.203822116935977
"F9",2007,121.12709493965,0.21736444910733
"F9",2008,105.724367115371,0.271428539391493
"F9",2009,198.770276990141,0.0293550936208806
"F9",2010,157.123534686766,0.182031384500601
"F9",2011,141.336582469553,0.181673757224999
"F9",2012,113.872025896347,0.269171361952166
"F9",2013,105.460984950011,0.262166523723046
"F9",2014,85.2621264368071,0.322119521120874
"F9",2015,79.1754784494103,0.356980448426222
"FL",2003,0.221785376735711,2.48035095898139
"FL",2004,10.1092961976844,2.47206475844048
"FL",2005,1.54910705835877,2.62701917046783
"FL",2006,-3.0274110770418,2.74812200458571
"FL",2007,-2.26184108413077,2.81702644717888
"FL",2008,-9.39006431726376,2.93413107402089
"FL",2009,-4.12428859905684,2.59093155431195
"FL",2010,2.51959787897018,2.60915120283645
"FL",2011,-0.968515479607298,2.72003517667693
"FL",2012,-3.02119835313181,2.81425504378699
"FL",2013,-1.34055195629657,2.88511508975641
"FL",2014,4.76007529457224,2.92201108903634
"HA",2003,-1.39948048259504,2.52157730818351
"HA",2004,-1.91095240726156,2.55705199964559
"HA",2005,-14.4304446352355,2.68306205161547
"HA",2006,8.22469949169245,2.66021111981653
"HA",2007,-0.0538871277278463,2.80955371092838
"HA",2008,3.67186181492827,2.81463592820409
"HA",2009,-0.745324501246032,2.569467334709
"HA",2010,6.07359576247776,2.54936021185284
"HA",2011,-1.2090549783544,2.74570616095589
"HA",2012,-4.94389501465842,2.8289977456819
"HA",2013,0.955452654882547,2.88747150660103
"HA",2014,-3.70385105478379,2.97657301506236
"HA",2015,-9.93327309736286,3.11144392686829
"HP",1987,14.6237473299583,0.638753678938961
"HP",1988,21.9873525869452,0.630860878095975
"HP",1989,31.0826683104901,0.592068810216899
"HP",1990,15.5201026771035,0.66855247478644
"HP",1991,18.3233544622476,0.645551835397591
"HP",1992,13.4225503443123,0.67170233608912
"HP",1993,24.2471614242329,0.627970936241495
"HP",1994,11.7601307713213,0.685953322675517
"HP",1995,9.73711812924561,0.753793587190146
"HP",1996,6.85565828517691,0.773495368684229
"HP",1997,13.6020508287387,0.738030667926416
"HP",1998,16.7843895855761,0.734807472881706
"HP",1999,5.24361060605657,0.849693064280179
"HP",2000,6.7837450567728,0.91703397223028
"HP",2001,5.3991538964201,0.990863748762255
"HP",2002,17.4648757987451,0.596828612614219
"HP",2003,11.4747429411696,0.686066712468058
"HP",2004,8.11268826940913,0.766949365460475
"HP",2005,8.26524356662751,0.827300623966155
"MQ",2001,0.146988028182998,2.79861653833965
"MQ",2002,-1.66225461040586,2.4146709830753
"MQ",2003,-2.6942392992513,2.51343142407981
"MQ",2004,1.25558955893974,2.54955172262983
"MQ",2005,-1.42862274782876,2.64994093519655
"MQ",2006,-1.26115624702334,2.73416857694236
"MQ",2007,-0.308774724925741,2.79875609804644
"MQ",2008,18.9946950241852,2.70773866007458
"MQ",2009,-1.95563515379589,2.57954363392691
"MQ",2010,-1.07893577273662,2.65213913789805
"MQ",2011,-5.58804863723878,2.77054851764813
"MQ",2012,5.57476136442584,2.73436772209794
"MQ",2013,1.18219775695625,2.85997908850633
"MQ",2014,-1.12857546983515,2.96898755428191
"MQ",2015,2.8644282449013,3.00480961344203
"NW",1987,16.3836281160473,1.46232110743783
"NW",1988,9.3856624070441,1.5262866657239
"NW",1989,-0.967919238724433,1.59110081093195
"NW",1990,5.24988627813905,1.54462825798431
"NW",1991,7.5224596538688,1.54412080701028
"NW",1992,12.2172991430779,1.50558160439266
"NW",1993,3.94418349644735,1.55125401834196
"NW",1994,1.4011186233557,1.57221326472239
"NW",1995,1.74132904656311,1.64924114946037
"NW",1996,-2.15642949265855,1.67700964995767
"NW",1997,3.30952416529253,1.64134987199116
"NW",1998,-4.29873997586406,1.6883805134986
"NW",1999,1.93509482017513,1.72775576283681
"NW",2000,-5.76828974930618,1.85665115529989
"NW",2001,-4.84295160480367,1.93178682898451
"NW",2002,0.831909607704255,1.49229499316613
"NW",2003,0.303664349436169,1.58134170188677
"NW",2004,0.348805800200468,1.65587950198423
"NW",2005,-1.21045913814084,1.74803463184112
"NW",2006,0.0666871031550187,1.81847909688358
"NW",2007,-0.748410686875316,1.90415570174038
"NW",2008,-0.831271751281486,1.98466765282937
"NW",2009,1.9479308152378,1.64891371808612
"OH",2004,0.185762306284513,2.55715391551518
"OH",2005,-1.32881028755464,2.65366149645949
"OH",2006,-1.33031828990843,2.73237271535018
"OH",2007,-1.20443225495752,2.8110114594267
"OH",2008,-1.20210281278441,2.89774698422471
"OH",2009,2.21673374968349,2.54440388984297
"OH",2010,1.80512315738632,2.62432972925786
"OO",2003,-55.7472348618224,2.94993858435636
"OO",2004,-5.12139135470158,2.63118039568743
"OO",2005,0.253269047850838,2.63720030644026
"OO",2006,-2.96210798222218,2.75872327663803
"OO",2007,0.121638691596097,2.79824127644197
"OO",2008,18.8415247967636,2.7099106679309
"OO",2009,1.40507255576987,2.54447879701821
"OO",2010,0.722207406293381,2.62966133472586
"OO",2011,1.49809215505872,2.70400198835232
"OO",2012,-1.38140410122378,2.80845542587254
"OO",2013,-0.347740902804625,2.88288294228349
"OO",2014,-4.43226317267688,3.00164845760792
"OO",2015,2.21021356444626,3.0200159987963
"PA",1987,1.97725228812691,2.4704493868519
"PA",1988,-1.83418356196717,2.50430695343113
"PA",1989,8.27917112538075,2.41867438550987
"PA",1990,0.348167704792304,2.46787423122403
"PA",1991,4.3654131554979,2.44511932246444
"RU",2003,-0.856494096656248,2.48727517935608
"RU",2004,-0.195405300329426,2.56172571373066
"RU",2005,0.636445817919322,2.63305232227717
"RU",2006,0.75483363037113,2.71053208883222
"TW",1987,-3.82339605533487,2.52369387259931
"TW",1988,3.0856259091043,2.47362051313619
"TW",1989,-1.62935058539788,2.48505080511291
"TW",1990,-5.2229388611549,2.51459717693835
"TW",1991,-4.13737075349022,2.50747098853952
"TW",1992,0.061200710793036,2.48146918045131
"TW",1993,-2.49433214173761,2.49236163206162
"TW",1994,2.13666985030934,2.45810599410935
"TW",1995,-3.87645984695648,2.58958767917551
"TW",1996,-2.06275328502919,2.56584838288492
"TW",1997,-0.107462341286396,2.55388871797404
"TW",1998,-0.381513067322156,2.56764375810678
"TW",1999,-13.5298542162976,2.71391572133775
"TW",2000,8.36267203127673,2.68635772491257
"TW",2001,-22.6555838184916,2.90898208596849
"TZ",2003,-4.57791484294054,2.50903490169842
"TZ",2004,-1.14536883763423,2.56177683071401
"TZ",2005,17.6764439069913,2.52067033639455
"TZ",2006,0.679580717388582,2.7251270268098
"UA",1987,1.99456758456008,4.26975816124026
"UA",1988,-2.99900850545451,4.2965752116014
"UA",1989,1.20701421542441,4.27093919222404
"UA",1990,2.93196199057145,4.2628238977078
"UA",1991,3.09297580795518,4.26294157198728
"UA",1992,-4.20109916361994,4.30630934850357
"UA",1993,8.01947123487767,4.23258081300869
"UA",1994,-0.57647782312455,4.2824588548209
"UA",1995,-4.98953000357058,4.39269722000164
"UA",1996,-0.0599475280632591,4.36301336206018
"UA",1997,0.572257950576181,4.35514322159372
"UA",1998,-0.379478190479044,4.36181610948606
"UA",1999,-0.589650550710378,4.44234183524191
"UA",2000,-1.74188153240486,4.53188857634347
"UA",2001,-1.81422819497636,4.6130736561299
"UA",2002,-1.6713822201696,4.20960132897826
"UA",2003,3.16551926826425,4.26039609763108
"UA",2004,-4.88483589104895,4.3891343007234
"UA",2005,1.8819692520231,4.4271581668839
"UA",2006,-3.68813530540364,4.54272577441086
"UA",2007,-0.280934592003087,4.5994981861859
"UA",2008,4.04416986679779,4.65543765988974
"UA",2009,5.67865211216234,4.33461271964054
"UA",2010,-0.287630328776179,4.4383731296191
"UA",2011,-10.3869335040521,4.57514223161147
"UA",2012,-6.46442153119615,4.60785002298939
"UA",2013,5.25842349782498,4.65605099227323
"UA",2014,-2.23233970295009,4.77995135042424
"UA",2015,-1.48548926378684,4.85585736655624
"US",1988,3.23991883493703,3.3501181198235
"US",1989,-2.34144849063786,3.38920663344672
"US",1990,-0.386972182965966,3.38604291587765
"US",1991,0.431064907640866,3.37938491560477
"US",1992,0.256326656148976,3.37513881428686
"US",1993,1.75815968875278,3.36965417634556
"US",1994,0.230408091415102,3.38093091162366
"US",1995,1.32800623804467,3.45427064308386
"US",1996,1.64406679245909,3.44429961988394
"US",1997,-0.99331850102197,3.4658024385836
"US",1998,2.13523417946971,3.44643045141921
"US",1999,0.334035269891351,3.53768212921991
"US",2000,0.477093133117035,3.61562908083248
"US",2001,-0.51404093812853,3.70387018171823
"US",2002,0.137777485115615,3.30005448180186
"US",2003,-1.73878756672648,3.3923205867402
"US",2004,0.0249284884336817,3.45479891219746
"US",2005,3.13931131452866,3.51927159613375
"US",2006,-0.304831862515627,3.62080836557811
"US",2007,-2.58755368455388,3.71505022477699
"US",2008,-1.25473516250079,3.7888266708399
"US",2009,0.753693426019251,3.45548841345331
"US",2010,-3.5282145127158,3.56554322837441
"US",2011,-2.28483005359487,3.63528233556843
"US",2012,0.523628888689369,3.69450890541537
"US",2013,-4.72442900258074,3.81020606974668
"US",2014,1.37455896278862,3.84818698782963
"US",2015,2.29013156038043,3.9265570894953
"WN",1987,8.7517242477092,0.717723915510894
"WN",1988,10.5098331565242,0.687073536503038
"WN",1989,-59.2164031116939,1.22020508506325
"WN",1990,-5.29360790943288,0.840264050450177
"WN",1991,64.2851193531828,0.332335087268994
"WN",1992,11.2569166603425,0.699095998682428
"WN",1993,13.0120175438597,0.671388663967611
"WN",1994,10.5621376648513,0.697027478957555
"WN",1995,8.1081478147364,0.766895125354458
"WN",1996,7.87973719039512,0.768862328822624
"WN",1997,7.74122983352844,0.766516261671569
"WN",1998,10.2858909245554,0.753026865584091
"WN",1999,7.40969632682617,0.832929178527582
"WN",2000,6.5688711277522,0.909540994623656
"WN",2001,1.16300412087921,1.02052513736264
"WN",2002,15.5540480812719,0.610081536374073
"WN",2003,11.6957927565392,0.684272434607646
"WN",2004,7.79754951168633,0.769285289498284
"WN",2005,5.23589895665188,0.850293540789393
"WN",2006,4.1926979965389,0.925530040189842
"WN",2007,3.46454183355694,1.00034235480267
"WN",2008,3.81055484813713,1.07439382110427
"WN",2009,6.77913213981252,0.773408549506759
"WN",2010,6.7093640238705,0.836101717208622
"WN",2011,3.71793659579345,0.928911440241249
"WN",2012,10.0000820101465,0.965642207543819
"WN",2013,8.22333431751074,1.0421434930729
"WN",2014,1.97167936541079,1.16189333055005
"WN",2015,-1.56281807077149,1.26179180822232
"XE",2006,3.47372034782978,2.68321560338735
"XE",2007,0.447223035364436,2.79349789724254
"XE",2008,1.17943408966414,2.86683552724992
"XE",2009,-0.612001955705608,2.56494482700978
"XE",2010,-3.07112491057712,2.66662402622083
"XE",2011,1.92100456685496,2.70154764970886
"YV",2006,9.7810244201733,2.6551878415607
"YV",2007,1.32681577252925,2.78798477840792
"YV",2008,3.08085482531849,2.84987811260821
"YV",2009,-0.933077067053108,2.57262002861319
"YV",2010,-6.38327624355158,2.70617759360704
"YV",2011,2.03776907434823,2.69874760224224
"YV",2012,2.63372877430582,2.77098208348345
"YV",2013,-2.91055771472492,2.91629960681055
"AQ",2000,2.92022675963265,2.64915073603307
"AQ",2001,-1.36029639239948,2.82596143683702
"AQ",2006,6.33474265553452,2.72069085589098
"AQ",2007,-4.33745156548343,2.82246362227839
"AQ",2008,-0.836558502578812,2.91605475471582
"PI",1987,1.96883975481594,2.47026941039113
"PI",1988,0.917331012415359,2.4652836595246
"PI",1989,-0.0924581272819175,2.48363417669542
"9E",2007,-7.61985146688569,2.8666804928075
"9E",2008,-24.0036714587433,3.12127693756933
"9E",2009,-4.24906071364466,2.59947381072354
"9E",2010,0.504106872404425,2.63653270823425
"9E",2013,5.52134736028093,2.82908969298258
"NK",2015,-0.192894280694978,3.03904352345075
"PS",1987,0.477929488158937,2.47093914263603
"PS",1988,-2.00768825306944,2.50588333177221
"DH",2003,-0.1537013063855,2.48265824216892
"DH",2004,-50.1702442462905,3.0728059857071
"DH",2005,-3.30306861165074,2.67331170676384
"VX",2012,3.91259010302612,2.77879914616318
"VX",2013,-5.55556194587457,2.90436920230946
"VX",2014,5.87618723140995,2.92734476961997
"VX",2015,5.71340519637092,3.00264076416545
"ML",1991,-39.3550857230969,2.7622073668577
